OrderID,ProductID,Quantity,UnitCost,UnitPrice
ORD1047,PRD18,3,118.56,197.27
ORD1048,PRD21,8,241.23,424.33
ORD1048,PRD03,4,19.08,30.51
ORD1049,PRD20,4,269.21,403.3
ORD1049,PRD02,9,66.53,112.42
ORD1049,PRD03,6,113.49,155.08
ORD1050,PRD07,2,262.62,374.71
ORD1051,PRD23,10,222.39,353.37
ORD1052,PRD18,6,243.49,388.88
ORD1053,PRD21,5,132.98,183.02
ORD1053,PRD12,8,40.16,53.81
ORD1053,PRD10,8,234.57,382.01
ORD1054,PRD12,6,139.06,209.9
ORD1055,PRD24,3,8.61,13.03
ORD1056,PRD19,5,49.55,80.44
ORD1056,PRD24,7,171.98,287.05
ORD1056,PRD14,9,226.03,329.03
ORD1057,PRD25,8,162.37,233.11
ORD1057,PRD16,6,61.63,88.79
ORD1058,PRD06,1,189.75,264.35
ORD1058,PRD18,2,323.27,472.87
ORD1059,PRD14,3,251.67,422.06
ORD1060,PRD05,9,129.69,230.72
ORD1060,PRD01,10,311.48,456.81
ORD1060,PRD07,1,5.46,8.27
ORD1061,PRD01,9,238.21,362.49
ORD1062,PRD01,7,295.75,404.05
ORD1062,PRD17,2,300.87,459.43
ORD1063,PRD07,10,189.38,265.6
ORD1064,PRD26,2,119.71,189.66
ORD1064,PRD13,10,86.45,125.39
ORD1065,PRD22,1,32.09,51.28
ORD1065,PRD03,9,162.98,240.62
ORD1066,PRD06,7,199.81,324.23
ORD1066,PRD03,2,328.7,447.92
ORD1066,PRD16,4,79.35,109.65
ORD1067,PRD16,2,208.36,343.79
ORD1067,PRD09,9,158.04,283.94
ORD1067,PRD02,6,7.54,12.75
ORD1068,PRD25,7,283.45,464.79
ORD1069,PRD08,9,118.64,169.21
ORD1069,PRD19,3,272.6,396.3
ORD1069,PRD13,2,188.37,252.89
ORD1070,PRD04,7,67.77,119.91
ORD1071,PRD25,6,11.89,19.66
ORD1071,PRD20,8,153.96,247.85
ORD1071,PRD13,7,150.06,218.76
ORD1072,PRD13,10,90.62,151.21
ORD1072,PRD03,2,26.49,45.61
ORD1072,PRD25,3,227.63,371.13
ORD1073,PRD03,1,301.44,471.77
ORD1074,PRD04,2,62.54,97.76
ORD1074,PRD05,9,147.61,258.66
ORD1075,PRD12,9,34.2,51.07
ORD1076,PRD13,5,148.11,209.84
ORD1076,PRD01,9,337.83,453.08
ORD1077,PRD17,7,53.68,88.9
ORD1077,PRD06,5,140.16,249.1
ORD1077,PRD22,7,86.37,141.6
ORD1078,PRD12,5,327.92,472.39
ORD1079,PRD20,8,35.4,57.95
ORD1079,PRD07,7,114.22,169.45
ORD1080,PRD15,7,295.01,408.66
ORD1080,PRD11,10,44.45,72.38
ORD1081,PRD07,3,358.83,482.46
ORD1081,PRD16,5,249.5,368.76
ORD1081,PRD11,10,241.2,392.08
ORD1082,PRD26,6,40.67,61.37
ORD1082,PRD13,10,292.2,498.65
ORD1083,PRD01,4,135.06,222.04
ORD1083,PRD24,2,291.02,410.39
ORD1083,PRD15,7,195.38,338.12
ORD1084,PRD08,3,254.13,359.04
ORD1084,PRD09,2,152.19,227.29
ORD1085,PRD13,7,194.1,274.1
ORD1085,PRD18,6,251.01,352.31
ORD1085,PRD17,10,181.95,320.9
ORD1086,PRD22,6,58.74,87.34
ORD1087,PRD21,6,307.25,483.03
ORD1087,PRD22,1,31.98,53.81
ORD1087,PRD13,9,193.34,281.21
ORD1088,PRD15,6,139.91,198.61
ORD1089,PRD23,6,322.54,498.86
ORD1089,PRD17,5,156.57,210.91
ORD1089,PRD05,2,289.9,416.5
ORD1090,PRD10,8,257.25,393.21
ORD1090,PRD11,6,153.48,240.7
ORD1091,PRD15,5,18.77,27.12
ORD1091,PRD11,1,289.06,425.34
ORD1091,PRD03,3,324.83,465.31
ORD1092,PRD06,9,138.79,216.05
ORD1092,PRD18,7,186.01,316.73
ORD1092,PRD11,7,140.06,200.81
ORD1093,PRD15,10,119.89,217.63
ORD1094,PRD07,5,268.61,377.4
ORD1095,PRD19,2,263.44,400.75
ORD1096,PRD11,8,42.01,61.41
ORD1096,PRD07,8,180.45,266.22
ORD1097,PRD13,2,127.44,177.22
ORD1097,PRD20,10,61.9,90.4
ORD1097,PRD19,5,307.13,459.75
ORD1098,PRD05,4,91.6,156.16
ORD1098,PRD11,3,163.39,257.86
ORD1098,PRD04,3,183.74,289.53
ORD1099,PRD21,3,181.21,279.68
ORD1099,PRD18,3,70.12,97.61
ORD1100,PRD02,8,51.75,72.58
ORD1100,PRD12,9,165.62,255.19
ORD1100,PRD01,8,151.31,210.74
ORD1101,PRD06,10,14.24,20.28
ORD1101,PRD03,5,12.6,21.18
ORD1102,PRD06,8,200.79,285.0
ORD1102,PRD25,8,158.68,277.11
ORD1103,PRD09,9,257.15,412.52
ORD1104,PRD25,8,206.02,275.44
ORD1105,PRD24,4,114.26,152.37
ORD1106,PRD09,2,166.49,222.34
ORD1106,PRD12,4,75.95,108.89
ORD1107,PRD12,7,50.37,87.16
ORD1107,PRD23,4,289.91,407.7
ORD1107,PRD20,10,108.3,178.65
ORD1108,PRD06,5,89.45,148.22
ORD1108,PRD11,9,338.01,492.82
ORD1108,PRD23,2,50.49,72.12
ORD1109,PRD02,3,203.06,352.21
ORD1109,PRD09,3,255.6,357.14
ORD1110,PRD13,10,214.86,318.04
ORD1110,PRD16,7,154.79,228.74
ORD1110,PRD05,2,143.08,204.41
ORD1111,PRD12,6,212.12,293.07
ORD1111,PRD15,2,235.38,366.81
ORD1111,PRD16,6,301.95,425.8
ORD1112,PRD07,4,153.57,249.88
ORD1112,PRD14,5,114.61,172.19
ORD1113,PRD16,1,18.73,27.74
ORD1113,PRD26,8,9.61,13.06
ORD1113,PRD11,3,122.92,223.44
ORD1114,PRD07,3,269.58,441.66
ORD1114,PRD23,5,31.85,51.2
ORD1115,PRD12,3,20.68,30.63
ORD1116,PRD23,7,227.58,329.47
ORD1116,PRD25,1,62.58,110.64
ORD1116,PRD08,10,80.23,116.96
ORD1117,PRD01,6,306.13,409.47
ORD1118,PRD23,8,25.1,40.06
ORD1118,PRD05,2,34.97,56.08
ORD1119,PRD05,3,221.11,322.58
ORD1119,PRD13,2,147.63,267.6
ORD1120,PRD06,4,183.31,315.9
ORD1120,PRD15,7,197.9,309.96
ORD1120,PRD12,4,27.31,47.91
ORD1121,PRD19,7,113.83,179.01
ORD1122,PRD08,5,194.34,324.09
ORD1123,PRD20,1,289.52,424.71
ORD1123,PRD24,5,71.64,106.7
ORD1123,PRD10,4,228.53,375.18
ORD1124,PRD26,4,143.12,249.97
ORD1125,PRD21,2,198.69,266.5
ORD1125,PRD20,6,269.34,467.29
ORD1126,PRD14,3,283.43,382.55
ORD1126,PRD12,2,7.47,13.26
ORD1126,PRD18,5,82.11,111.79
ORD1127,PRD17,9,244.19,384.72
ORD1127,PRD10,7,30.1,45.8
ORD1128,PRD05,5,32.39,44.12
ORD1128,PRD09,3,169.92,270.51
ORD1128,PRD03,2,101.06,158.53
ORD1129,PRD02,4,30.37,47.68
ORD1130,PRD20,5,228.14,334.71
ORD1130,PRD02,3,44.34,64.12
ORD1131,PRD01,6,186.46,263.89
ORD1131,PRD06,5,50.43,87.65
ORD1131,PRD16,5,210.97,367.8
ORD1132,PRD11,7,78.58,139.63
ORD1133,PRD19,8,143.26,230.32
ORD1133,PRD21,8,251.07,430.38
ORD1133,PRD03,3,74.91,131.28
ORD1134,PRD22,4,204.62,371.69
ORD1134,PRD24,1,81.22,126.05
ORD1134,PRD04,7,269.76,460.51
ORD1135,PRD18,7,69.64,116.14
ORD1136,PRD11,10,123.28,189.54
ORD1136,PRD09,1,66.67,93.78
ORD1136,PRD03,1,269.08,477.27
ORD1137,PRD10,5,110.33,167.01
ORD1137,PRD25,1,114.13,187.62
ORD1138,PRD24,4,156.82,234.64
ORD1138,PRD20,8,351.81,498.9
ORD1139,PRD18,4,58.57,79.53
ORD1139,PRD25,1,74.52,120.33
ORD1139,PRD26,1,261.8,475.74
ORD1140,PRD13,2,79.57,106.57
ORD1140,PRD24,7,139.68,248.55
ORD1140,PRD10,3,203.15,357.27
ORD1141,PRD17,7,219.77,351.92
ORD1142,PRD03,9,50.76,71.09
ORD1142,PRD19,2,167.61,297.99
ORD1142,PRD04,3,73.59,122.2
ORD1143,PRD26,6,98.18,162.44
ORD1143,PRD13,2,272.48,472.06
ORD1144,PRD04,8,148.8,235.7
ORD1144,PRD05,9,128.39,182.35
ORD1144,PRD06,8,95.04,157.61
ORD1145,PRD03,3,247.24,404.76
ORD1146,PRD23,4,257.78,418.78
ORD1146,PRD20,2,265.51,357.02
ORD1146,PRD02,7,177.64,259.16
ORD1147,PRD06,7,283.01,428.03
ORD1147,PRD01,9,82.67,128.68
ORD1148,PRD04,1,25.09,35.53
ORD1149,PRD05,4,257.72,412.72
ORD1150,PRD21,10,94.85,133.12
ORD1150,PRD03,1,293.94,498.59
ORD1150,PRD19,8,230.54,405.6
ORD1151,PRD04,8,22.1,30.07
ORD1151,PRD02,7,258.98,411.73
ORD1152,PRD13,7,53.69,90.54
ORD1153,PRD09,5,130.89,225.78
ORD1154,PRD20,5,183.06,251.95
ORD1154,PRD08,8,21.32,35.18
ORD1154,PRD21,3,144.2,212.52
ORD1155,PRD08,9,297.99,398.45
ORD1155,PRD21,6,171.23,242.44
ORD1155,PRD26,6,297.13,456.78
ORD1156,PRD09,1,96.7,162.84
ORD1156,PRD06,5,25.44,34.0
ORD1157,PRD12,4,277.67,487.12
ORD1157,PRD25,4,97.67,136.93
ORD1157,PRD19,1,283.4,383.2
ORD1158,PRD26,3,61.62,92.17
ORD1158,PRD13,6,254.16,457.42
ORD1158,PRD12,6,314.16,474.04
ORD1159,PRD07,9,102.38,157.98
ORD1159,PRD26,2,21.99,32.8
ORD1159,PRD16,1,146.11,265.59
ORD1160,PRD07,6,264.06,359.88
ORD1160,PRD26,6,19.98,34.48
ORD1160,PRD05,3,279.31,388.31
ORD1161,PRD03,7,182.16,295.08
ORD1161,PRD12,6,42.18,72.54
ORD1162,PRD26,8,190.86,326.34
ORD1162,PRD21,9,256.28,348.31
ORD1163,PRD08,10,255.37,408.15
ORD1163,PRD22,5,47.34,68.04
ORD1164,PRD19,10,14.1,21.03
ORD1164,PRD13,10,75.82,114.34
ORD1164,PRD25,8,52.16,74.62
ORD1165,PRD12,6,64.05,88.1
ORD1166,PRD23,6,136.34,226.08
ORD1167,PRD23,2,126.26,178.49
ORD1168,PRD01,8,273.45,367.63
ORD1168,PRD02,7,155.86,249.08
ORD1168,PRD13,9,136.57,190.8
ORD1169,PRD21,4,48.29,85.51
ORD1169,PRD25,1,92.66,150.98
ORD1169,PRD22,2,24.37,41.73
ORD1170,PRD06,2,201.22,275.79
ORD1170,PRD24,2,128.71,172.29
ORD1171,PRD23,7,274.89,471.51
ORD1171,PRD01,7,47.2,82.77
ORD1172,PRD07,7,243.12,350.11
ORD1173,PRD18,5,86.64,152.21
ORD1173,PRD09,7,206.8,288.03
ORD1173,PRD22,3,17.61,31.98
ORD1174,PRD10,10,138.23,242.76
ORD1175,PRD06,5,315.03,488.64
ORD1176,PRD10,7,173.58,238.12
ORD1177,PRD03,9,122.86,196.83
ORD1177,PRD21,7,120.07,187.85
ORD1178,PRD15,4,277.97,419.35
ORD1178,PRD09,3,257.92,377.36
ORD1179,PRD22,6,256.31,405.05
ORD1180,PRD08,7,259.9,410.11
ORD1180,PRD18,9,254.43,345.1
ORD1180,PRD02,10,284.83,441.42
ORD1181,PRD13,1,185.11,253.54
ORD1182,PRD22,2,303.83,474.88
ORD1182,PRD20,3,346.04,486.22
ORD1182,PRD05,3,14.78,26.12
ORD1183,PRD14,3,251.39,417.88
ORD1183,PRD07,2,31.79,48.08
ORD1183,PRD21,9,100.73,166.43
ORD1184,PRD01,10,208.97,295.85
ORD1184,PRD26,2,121.81,210.15
ORD1185,PRD19,2,161.67,283.53
ORD1185,PRD25,5,315.39,434.4
ORD1185,PRD04,7,92.44,135.75
ORD1186,PRD20,3,81.8,141.33
ORD1186,PRD16,10,215.58,342.0
ORD1186,PRD02,7,274.46,445.34
ORD1187,PRD02,8,336.12,460.81
ORD1188,PRD11,5,114.2,158.92
ORD1189,PRD22,3,107.43,153.74
ORD1189,PRD04,6,87.63,138.36
ORD1189,PRD08,2,58.06,98.03
ORD1190,PRD24,9,310.15,434.26
ORD1190,PRD16,9,223.44,396.79
ORD1191,PRD17,9,244.7,440.27
ORD1191,PRD13,4,258.61,438.21
ORD1191,PRD05,1,82.41,128.5
ORD1192,PRD23,5,120.42,187.33
ORD1192,PRD07,7,183.66,319.53
ORD1193,PRD08,6,157.86,246.95
ORD1194,PRD19,6,125.85,175.4
ORD1194,PRD18,5,258.42,375.74
ORD1195,PRD01,1,56.9,85.64
ORD1195,PRD13,4,291.68,429.27
ORD1196,PRD07,7,187.29,259.07
ORD1196,PRD09,1,138.17,239.68
ORD1196,PRD21,3,166.93,302.57
ORD1197,PRD20,5,247.56,357.81
ORD1197,PRD26,5,134.3,214.78
ORD1198,PRD15,4,161.78,236.02
ORD1198,PRD09,10,115.0,201.59
ORD1199,PRD22,10,186.86,306.48
ORD1199,PRD12,2,150.28,243.46
ORD1199,PRD18,5,232.65,322.09
ORD1200,PRD21,5,64.2,98.24
ORD1200,PRD23,4,320.24,450.35
ORD1201,PRD13,3,246.58,362.04
ORD1201,PRD22,5,84.55,133.42
ORD1201,PRD11,7,246.43,369.68
ORD1202,PRD07,4,233.61,344.73
ORD1202,PRD11,8,310.52,453.73
ORD1202,PRD24,9,89.7,153.6
ORD1203,PRD18,2,166.2,238.04
ORD1203,PRD06,9,224.46,382.64
ORD1203,PRD10,6,195.54,328.95
ORD1204,PRD24,5,155.02,213.13
ORD1205,PRD09,5,134.53,234.56
ORD1205,PRD19,1,289.26,433.86
ORD1206,PRD03,9,44.13,64.31
ORD1206,PRD16,9,85.63,152.69
ORD1206,PRD07,3,43.07,73.0
ORD1207,PRD19,3,112.02,161.61
ORD1207,PRD15,2,166.58,246.35
ORD1208,PRD11,1,4.43,7.33
ORD1209,PRD19,3,173.81,247.34
ORD1210,PRD05,10,139.7,219.69
ORD1211,PRD16,1,13.96,23.67
ORD1211,PRD13,6,346.19,475.28
ORD1212,PRD07,1,189.05,315.21
ORD1212,PRD01,6,91.0,159.49
ORD1212,PRD22,9,172.92,296.39
ORD1213,PRD10,5,150.88,230.68
ORD1214,PRD11,3,127.54,174.65
ORD1214,PRD14,6,219.38,376.31
ORD1214,PRD22,7,8.61,14.47
ORD1215,PRD07,1,173.33,296.9
ORD1216,PRD23,1,129.32,190.72
ORD1216,PRD21,9,209.63,313.45
ORD1217,PRD22,2,181.98,328.52
ORD1218,PRD04,7,39.74,66.18
ORD1218,PRD14,3,73.33,106.72
ORD1218,PRD15,1,105.11,154.05
ORD1219,PRD17,10,223.0,351.86
ORD1219,PRD09,2,173.93,258.23
ORD1219,PRD20,5,35.1,61.44
ORD1220,PRD20,4,279.42,390.09
ORD1221,PRD12,7,84.35,151.2
ORD1222,PRD07,8,92.85,168.65
ORD1222,PRD23,2,325.47,453.91
ORD1223,PRD16,9,29.28,42.15
ORD1223,PRD05,5,207.77,323.95
ORD1223,PRD03,5,76.02,135.74
ORD1224,PRD02,5,125.63,183.31
ORD1225,PRD24,2,310.42,426.37
ORD1225,PRD04,1,291.32,426.74
ORD1226,PRD11,6,331.82,447.79
ORD1227,PRD24,6,239.56,408.41
ORD1227,PRD03,7,130.26,203.12
ORD1228,PRD23,7,231.39,326.18
ORD1228,PRD16,2,49.08,70.59
ORD1229,PRD04,7,294.86,456.06
ORD1230,PRD22,10,119.98,192.98
ORD1230,PRD15,1,313.61,431.98
ORD1230,PRD06,3,158.1,244.12
ORD1231,PRD15,2,82.43,134.5
ORD1231,PRD02,9,256.11,384.93
ORD1232,PRD08,9,182.15,263.94
ORD1232,PRD22,2,152.46,219.26
ORD1232,PRD11,8,120.71,176.15
ORD1233,PRD05,10,21.72,32.01
ORD1233,PRD18,3,164.35,255.26
ORD1234,PRD06,8,100.87,163.71
ORD1234,PRD03,5,17.79,29.92
ORD1235,PRD13,8,149.45,224.87
ORD1235,PRD08,2,274.31,429.01
ORD1235,PRD03,2,342.83,490.43
ORD1236,PRD04,7,138.31,209.11
ORD1237,PRD03,10,326.4,481.77
ORD1238,PRD18,8,296.04,475.43
ORD1238,PRD07,1,294.17,409.21
ORD1238,PRD21,6,190.24,282.27
ORD1239,PRD23,6,205.85,359.38
ORD1239,PRD22,4,3.78,6.09
ORD1240,PRD26,9,108.59,190.08
ORD1240,PRD10,3,177.7,248.75
ORD1240,PRD18,7,38.95,57.95
ORD1241,PRD04,7,79.87,111.72
ORD1242,PRD23,6,36.92,58.34
ORD1243,PRD22,8,154.55,231.41
ORD1243,PRD19,9,46.55,71.64
ORD1243,PRD04,9,244.06,369.43
ORD1244,PRD19,9,286.69,391.64
ORD1244,PRD16,10,64.86,90.96
ORD1245,PRD13,10,187.41,305.05
ORD1246,PRD14,4,104.3,140.43
ORD1246,PRD20,5,132.15,229.16
ORD1247,PRD20,9,105.59,152.96
ORD1247,PRD23,6,263.43,357.38
ORD1248,PRD07,5,253.22,344.87
ORD1248,PRD20,3,333.73,490.76
ORD1248,PRD23,3,175.27,254.43
ORD1249,PRD23,6,188.86,283.33
ORD1249,PRD04,7,246.87,338.75
ORD1250,PRD10,1,146.4,263.75
ORD1250,PRD14,3,17.55,31.27
ORD1250,PRD26,5,219.1,376.34
ORD1251,PRD22,3,289.35,420.49
ORD1251,PRD09,5,69.76,105.98
ORD1252,PRD15,10,303.36,434.68
ORD1252,PRD04,4,246.68,372.49
ORD1253,PRD17,5,194.67,348.0
ORD1254,PRD13,6,270.9,483.09
ORD1254,PRD14,5,76.38,105.53
ORD1255,PRD08,6,249.74,378.78
ORD1255,PRD21,10,71.06,102.25
ORD1256,PRD10,8,63.73,92.83
ORD1257,PRD06,9,35.76,64.08
ORD1258,PRD18,3,60.89,84.66
ORD1258,PRD09,1,116.68,168.63
ORD1259,PRD02,3,311.04,464.67
ORD1260,PRD20,8,261.37,396.0
ORD1260,PRD22,2,241.2,393.1
ORD1260,PRD10,4,313.13,478.71
ORD1261,PRD06,9,126.88,204.69
ORD1261,PRD14,4,205.41,333.35
ORD1261,PRD18,5,79.25,113.13
ORD1262,PRD16,1,38.26,61.79
ORD1262,PRD18,4,304.57,452.73
ORD1262,PRD25,10,70.13,125.69
ORD1263,PRD13,2,128.98,196.01
ORD1263,PRD26,5,11.26,17.23
ORD1264,PRD17,9,126.03,225.55
ORD1264,PRD26,4,92.65,163.55
ORD1265,PRD06,9,181.64,268.94
ORD1266,PRD22,4,274.98,433.15
ORD1267,PRD07,9,301.34,415.23
ORD1268,PRD25,2,217.61,374.71
ORD1268,PRD14,8,200.64,359.85
ORD1268,PRD21,2,22.58,31.86
ORD1269,PRD03,5,132.39,206.78
ORD1269,PRD19,7,121.38,219.35
ORD1269,PRD08,2,182.96,269.74
ORD1270,PRD03,10,19.81,27.53
ORD1270,PRD25,6,265.27,464.38
ORD1270,PRD24,5,185.07,305.25
ORD1271,PRD13,1,157.36,239.62
ORD1271,PRD22,3,265.75,374.64
ORD1272,PRD10,5,249.35,340.26
ORD1272,PRD21,6,264.47,478.91
ORD1272,PRD05,9,41.87,74.98
ORD1273,PRD20,9,289.43,473.75
ORD1273,PRD13,6,80.28,109.81
ORD1273,PRD18,9,44.32,75.52
ORD1274,PRD09,3,223.67,337.13
ORD1274,PRD07,1,314.06,426.44
ORD1274,PRD04,9,153.98,233.33
ORD1275,PRD22,5,37.27,53.61
ORD1275,PRD03,8,295.81,476.01
ORD1276,PRD21,5,227.52,311.66
ORD1276,PRD08,6,151.15,245.5
ORD1276,PRD04,5,202.16,348.26
ORD1277,PRD12,7,54.21,88.48
ORD1277,PRD26,4,242.47,357.54
ORD1277,PRD11,5,242.77,420.85
ORD1278,PRD11,8,111.57,182.58
ORD1278,PRD16,9,39.98,58.87
ORD1278,PRD15,2,304.35,421.69
ORD1279,PRD18,4,98.4,135.3
ORD1280,PRD24,2,321.51,446.59
ORD1281,PRD01,10,61.48,110.32
ORD1281,PRD19,5,205.45,274.02
ORD1281,PRD13,8,190.54,328.68
ORD1282,PRD08,10,223.79,367.95
ORD1282,PRD25,8,143.77,253.06
ORD1283,PRD17,4,302.13,424.75
ORD1283,PRD01,10,241.06,343.66
ORD1284,PRD15,3,69.3,93.68
ORD1285,PRD05,6,17.56,25.01
ORD1285,PRD24,4,22.53,36.12
ORD1285,PRD16,1,219.57,335.95
ORD1286,PRD13,8,246.28,441.37
ORD1286,PRD16,6,41.72,56.1
ORD1287,PRD09,9,179.61,287.23
ORD1287,PRD24,7,126.48,185.82
ORD1287,PRD19,2,163.04,260.75
ORD1288,PRD17,7,130.01,179.68
ORD1289,PRD26,10,6.01,8.27
ORD1289,PRD16,8,49.17,86.97
ORD1290,PRD09,3,55.57,82.89
ORD1290,PRD07,2,210.29,332.25
ORD1290,PRD05,6,233.66,361.53
ORD1291,PRD16,10,60.79,84.82
ORD1291,PRD07,1,72.3,125.62
ORD1292,PRD06,9,16.21,24.4
ORD1292,PRD05,1,64.15,87.34
ORD1292,PRD21,9,321.09,479.33
ORD1293,PRD21,5,281.17,473.89
ORD1293,PRD01,10,359.14,496.42
ORD1293,PRD24,3,71.81,113.59
ORD1294,PRD26,10,241.07,411.12
ORD1295,PRD17,6,308.93,461.56
ORD1295,PRD09,2,74.47,118.76
ORD1295,PRD06,2,8.64,13.2
ORD1296,PRD22,10,33.98,52.67
ORD1296,PRD14,10,219.05,301.91
ORD1296,PRD05,9,145.76,254.15
ORD1297,PRD22,10,149.64,271.95
ORD1297,PRD05,7,164.39,263.41
ORD1298,PRD23,9,160.32,217.33
ORD1299,PRD26,7,126.91,178.51
ORD1299,PRD25,10,30.78,53.37
ORD1300,PRD25,2,105.34,145.22
ORD1300,PRD08,7,73.08,132.61
ORD1301,PRD26,9,34.92,63.33
ORD1301,PRD01,4,211.82,345.44
ORD1301,PRD19,6,36.69,57.76
ORD1302,PRD09,10,112.54,185.99
ORD1302,PRD18,7,239.59,378.71
ORD1302,PRD14,9,152.15,243.82
ORD1303,PRD16,10,121.26,175.46
ORD1303,PRD09,3,291.98,428.22
ORD1303,PRD10,4,155.95,226.06
ORD1304,PRD04,4,181.49,256.63
ORD1305,PRD20,1,62.83,84.57
ORD1305,PRD23,1,288.12,403.16
ORD1305,PRD22,8,295.16,463.3
ORD1306,PRD09,4,126.68,188.56
ORD1307,PRD13,9,109.03,146.8
ORD1307,PRD20,1,337.84,473.13
ORD1307,PRD21,8,131.23,222.29
ORD1308,PRD26,4,14.5,21.64
ORD1308,PRD17,9,236.05,350.73
ORD1308,PRD10,1,124.67,183.07
ORD1309,PRD03,5,242.63,390.94
ORD1310,PRD13,4,182.21,261.28
ORD1310,PRD19,2,303.56,459.99
ORD1311,PRD18,6,291.65,481.83
ORD1311,PRD19,10,308.75,481.71
ORD1311,PRD12,7,174.39,289.58
ORD1312,PRD17,9,24.86,40.83
ORD1312,PRD04,2,298.36,402.46
ORD1313,PRD26,8,320.18,483.2
ORD1313,PRD19,4,282.02,379.95
ORD1313,PRD09,8,249.71,342.39
ORD1314,PRD16,2,83.09,132.62
ORD1315,PRD22,4,253.68,401.08
ORD1316,PRD17,1,212.09,351.91
ORD1316,PRD18,5,34.95,51.04
ORD1317,PRD03,3,149.52,240.89
ORD1317,PRD18,10,102.18,138.19
ORD1318,PRD07,4,72.56,121.26
